Name,OBJECTID,ID_UC,RESERVE_TYPE,CLASS,GOV_LEVEL,YEAR_CREATED,POLYGON_QUALITY,ID_TI,ADR6,POPULATION,OPDAM_ID,NEAR_DIST_OpDam_m,DAM_ID,NEAR_DIST_ALLDAMS_m,TOTAL_AREA_KM2,NEVER_FOR_KM2,DEF_AREA_KM2
Floresta Estadual De Rendimento Sustentado Cedro,326,763,Forest,Sustainable Use,State,1996,Approximate,,,,41,157682.0586,75,49454.75517,24.60011999,,2.50663752
Area De Protecao Ambiental Do Lago De Tucurui,327,1029,Enviornmental Protection Area,Sustainable Use,State,2002,Correct,,,,51,0,80,0,5728.374017,1.069783953,1799.704857
Floresta Estadual Aripuana,328,999,Forest,Sustainable Use,State,2005,Correct,,,,4,150685.0491,29,150689.4732,3170.894631,4.062544977,2.194958348
Area De Protecao Ambiental Da Baixada Maranhense,329,1887,Enviornmental Protection Area,Sustainable Use,State,1991,Approximate,,,,5,392289.0512,73,313136.8214,17700.1658,5659.212118,8694.649628
Floresta Estadual Sucunduri,330,1001,Forest,Sustainable Use,State,2005,Correct,,,,4,151673.761,29,151675.3409,4647.731099,30.96105811,2.342429349
Areoes,331,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,1,Nova Xavantina,832,34,372634.7404,79,109617.5024,1759.921532,934.167952,33.96178102
Sangradouro/Volta Grande,332,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,3,C,858,19,184569.7522,2,38193.72024,1033.985171,972.6482104,0.135334877
Santana,333,,Indigenous Reserve,Indigenous Reserve,Tribal,1991,,4,Cuiab,183,34,74671.12155,47,59636.36907,331.6498147,295.9748846,2.653390935
Pequizal,334,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,6,Vilhena,45,17,127861.4452,44,124892.3066,90.59209442,3.885204942,9.370609221
Bom Jesus,335,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,7,Boa Vista,200,0,592617.5283,59,475886.5587,9.825743447,8.906815769,
Tapirap,336,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,9,Sao F,467,28,253809.8397,34,239324.5948,723.3403957,325.281499,18.34987667
Karaj,337,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,10,Goi0nia,72,48,385277.5101,79,218134.4604,121.331039,86.4458655,5.069612535
Karaj,338,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,11,Goi0nia,0,48,382178.1659,79,217807.8849,121.331039,86.4458655,5.069612535
Kaxinaw,339,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,12,Rio Branco,30,23,644501.8903,20,483847.4733,3399.260495,,63.80710023
Funil,340,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,14,Gurupi,190,28,9098.407047,46,9053.398352,151.3771623,151.255572,
Pinatuba,341,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,15,Manaus,458,0,421927.1107,75,374351.8337,294.3291697,9.996741436,9.751797814
Alto Sepatini,342,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,16,Rio Branco,93,23,213717.7754,20,81152.91415,252.6821683,,1.132327088
Paumari Do Cuniua,343,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,17,Rio Branco,53,45,306086.9463,19,275212.9087,423.2286878,40.0355706,1.87482969
Rio Manicora,344,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,18,Manaus,52,41,345610.7566,75,300890.1417,190.89221,,2.033208564
Inauini/Teuini,345,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,19,Rio Branco,460,23,337114.0923,20,164832.2117,4544.881199,,5.930826441
Ipixuna,346,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,20,Rio Branco,54,41,206472.883,75,188436.9501,2113.162121,36.78157753,6.438345995
Jatuarana,347,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,21,Manaus,45,0,202175.3777,6,202175.7026,52.08806128,,1.891264932
Recreio/Sao Felix,348,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,22,Manaus,132,0,182035.8635,6,182026.6198,2.428533841,,2.191144072
Boa Vista - Am,349,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,23,Manaus,38,0,145293.371,6,145284.7014,3.441401943,2.834122103,
Raimundao,350,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,27,Boa Vista,240,0,564376.7727,59,451581.4855,47.31857155,15.47444014,11.94755084
Rio Greglrio,351,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,30,Rio Branco,430,23,753643.2051,20,586474.0228,897.3514301,,16.45062287
Karipuna,352,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,32,Porto Velho,30,23,47444.24251,39,47434.94614,1458.049741,,6.215827071
Parque Do Tumucumaque,353,,Indigenous Reserve,Indigenous Reserve,Tribal,1980,,34,Macapa,1017,46,290734.3678,7,213420.33,33408.28036,6327.459358,111.4104313
Rio Paru D'este,354,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,35,Macapa,134,46,188578.3604,7,139275.2377,12832.70296,3.742941517,15.09301627
"Jaminawa Do Igarap, Preto",355,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,37,Rio Branco,160,23,900040.1311,20,731850.4641,248.7097354,,1.934275939
Kulina Do Rio Envira,356,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,38,Rio Branco,210,23,705994.3345,20,548164.3174,783.9692401,,4.160210012
Nova Jacund,357,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,43,Marab,0,51,126955.5647,49,62385.70725,4.017752861,,1.41286615
Kulina Igarapo Do Pau,358,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,45,Rio Branco,48,23,671950.1302,20,513451.9335,436.9171007,,6.723999221
Kaxinaw,359,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,48,Rio Branco,30,23,793955.5959,20,634237.2797,3399.260495,,63.80710023
Kampa Do Igarapd Primavera,360,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,50,Rio Branco,19,23,761374.7752,20,596438.2406,211.6851642,,1.279736973
Kwazo Do Rio Sao Pedro,361,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,51,Vilhena,18,40,79005.56577,64,79009.15104,157.311214,75.49600314,6.601562541
Aripuana,362,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,52,Cacoal,149,4,19091.38011,29,19104.83113,7103.587897,28.18731941,41.28603075
Jaminaua/Envira,363,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,54,Rio Branco,92,23,680051.7117,20,522147.1682,770.9397736,,7.334087061
Badjonkore,364,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,55,Reden,82,28,383309.5016,46,383346.1279,2137.116221,855.5432531,69.08572839
Kayap,365,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,56,Redennao,2515,28,345107.8707,4,247043.0958,31931.17659,4543.810208,231.1057989
Waiapi,366,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,57,Macapa,495,2,127879.4857,7,228.8883263,6543.621682,,22.04664388
Igarapa Lage,367,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,59,Guajar,314,23,121549.9809,39,121548.1351,1018.961838,4.278024076,53.85621048
Igarapa Ribeirao,368,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,60,GuajarU-Mirim,193,23,97727.53143,39,97727.93711,455.0492871,,12.84215386
Perigara,369,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,63,Cuiab,96,19,139087.1559,36,139092.8903,98.69358529,48.84346355,7.820469035
Arara,370,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,64,Altamira,135,3,138369.6228,10,115028.6685,2788.434068,,33.0025887
Aningal,371,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,65,Boa Vista,153,0,627125.68,59,513415.1473,86.03517382,59.12145592,1.313008162
Anta,372,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,66,Boa Vista,114,0,608216.499,59,493888.3964,36.56616006,29.74512536,2.250821145
Apiaka/Kayabi,373,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,67,Ju,204,4,220622.6042,25,80724.17994,1036.89153,107.3365481,37.81972066
Arao,374,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,68,Boa Vista,308,0,626813.8726,59,511735.8338,573.1762224,476.9476529,10.40026583
Arara Do Rio Branco,375,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,69,Ju,150,4,24450.80182,29,24463.6208,1094.684952,0.01172381,11.24389457
Arariboia,376,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,70,Imperatriz,4174,5,163469.6897,73,91114.91273,4134.945,200.5335238,244.7834377
Galibi,377,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,76,Oiapoque,168,2,335637.038,13,231468.04,71.16976849,17.27465458,2.458066273
Jumina,378,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,82,Oiapoque,129,2,331765.0594,13,227647.9555,471.9321843,328.0145542,1.766025548
Kanela,379,,Indigenous Reserve,Indigenous Reserve,Tribal,1983,,85,Barra do Corda,1268,5,246956.0036,76,108997.2224,1343.711089,1252.033059,20.70739914
Karaj,380,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,86,Aragua,74,28,179115.2538,46,179132.6606,121.331039,86.4458655,5.069612535
Koatinemo,381,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,87,Altamira,89,3,220950.2702,10,100136.5223,3910.209325,,7.475033696
Lagoa Comprida,382,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,88,Barra do Corda,470,5,230853.9213,73,188238.4321,131.9897248,,32.14667464
Mangueira,383,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,89,Boa Vista,240,0,609156.1407,59,495825.7155,51.84598058,17.06678669,5.659382734
Manoa/Pium,384,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,90,Boa Vista,599,0,532184.6415,59,415239.3314,501.6072035,215.1058888,61.76193557
Paqui,385,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,92,Altamira,32,51,237950.9427,10,34897.45339,147.9291054,,51.35773821
Parakana,386,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,93,Marab,422,51,73236.35238,80,73236.78585,3520.559159,,30.38353418
Rio Formoso,387,,Indigenous Reserve,Indigenous Reserve,Tribal,1988,,97,Tangarn da Serra,104,24,10086.06775,42,4351.085969,278.7821387,211.583846,26.42466628
Rio Negro Ocaia,388,,Indigenous Reserve,Indigenous Reserve,Tribal,1981,,98,Guajarr-Mirim,386,23,179895.0161,39,179891.8296,3213.438764,34.61081398,35.24953117
Serra Morena,389,,Indigenous Reserve,Indigenous Reserve,Tribal,1990,,100,Cacoal,97,4,64151.5143,29,64146.6887,1396.614055,,8.197866812
Sucuba,390,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,101,Boa Vista,177,0,564050.4751,59,450140.3323,66.54741111,59.03400377,0.702412076
Tadarimana,391,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,102,Rondon,245,19,65536.45648,36,65534.57716,87.2713931,1.572238185,5.459577863
Taihantesu,392,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,103,Vilhena,0,17,122753.8997,44,92463.70278,48.72583123,25.00230798,3.398308043
Temb0,393,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,105, ,41,51,196363.6096,80,196357.3856,10.96181147,,5.212647601
Truaru,394,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,106,Boa Vista,182,0,589038.5622,59,473823.0447,67.13118542,47.86158095,3.283362282
Xambiou,395,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,108,Aragua,226,5,193071.32,4,75714.95174,32.64767456,,6.058758998
Turo/Mariquita,396,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,111, ,20,51,223214.5495,80,223210.4636,1.535198802,,0.671190688
Kaxinaw,397,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,114,Rio Branco,255,23,728431.1856,20,565567.3608,3399.260495,,63.80710023
Porquinhos,398,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,116,Barra do Corda,559,5,188781.3657,76,111904.7477,3758.142914,3013.2623,40.92875093
Kampa E Isolados Do Rio Envira,399,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,117,Rio Branco,230,23,730367.9905,20,575000.1572,2217.388962,,14.11623403
Kaxinawd Seringal Independencia,400,,Indigenous Reserve,Indigenous Reserve,Tribal,,,119,Rio Branco,40,23,780234.8681,20,620932.6724,110.8007315,,3.644648151
Kampa Do Rio Amonea,401,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,120,Rio Branco,410,23,886363.7165,20,727921.4376,824.3555323,,3.089842289
Nukini,402,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,121,Rio Branco,425,23,964516.8598,20,794002.0807,412.8589076,,42.08918923
Cana Brava/Guajajara,403,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,122,Barra do Corda,4822,5,219863.0379,76,142543.9899,1346.576291,174.2010353,191.4429022
Pimentel Barbosa,404,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,124,Nova Xavantina,1667,36,322809.5647,79,198904.1327,3140.784206,2715.070737,19.81212938
Katukina/Kaxinaww,405,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,125,Rio Branco,460,23,629510.5245,20,459138.4507,225.2197687,,16.06098476
Acima,406,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,126,Rio Branco,40,23,218764.9574,20,94809.71838,394.5374495,,2.398486244
Agua Preta/Inari,407,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,127,Rio Branco,165,23,294682.127,20,145058.0318,1361.95363,,6.705707145
Madio Rio Negro Ii,408,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,128,Sao Gabriel da Cachoeira,0,0,686985.6842,59,650219.262,3353.242544,0.429405543,33.07117061
Seruini/Mariene,409,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,129,Rio Branco,160,23,250826.5116,20,82635.70728,1402.90864,10.77030623,2.648999367
Peneri/Tacaquiri,410,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,130,Rio Branco,309,23,266528.8473,20,94183.61452,1838.20585,5.685805572,16.58833385
Catipari/Mamoria,411,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,131,Rio Branco,120,23,275760.3458,20,130977.6337,1120.165798,,3.111218593
Kanamari Do Rio Juru,412,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,132,Manaus,496,23,482274.5332,20,320649.763,5898.832471,,25.12569281
Maraa Urubaxi,413,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,133,Manaus,124,0,649190.682,59,637423.2026,982.306466,10.62689398,1.539050405
Parana Do Parica,414,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,134,Manaus,40,0,702771.4366,59,696652.0556,83.12926371,,
Rio Biu,415,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,135,Manaus,400,23,540260.6048,20,396362.88,11880.22968,,29.67794971
Paumari Do Rio Ituxi,416,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,136,Rio Branco,52,45,190777.7242,19,142882.8389,73.8092642,24.33294879,0.697119137
Tenharim Do Igarapx Preto,417,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,137,Porto Velho,62,41,226610.6102,75,92091.1867,826.2962194,192.9439751,11.2583489
Boca Do Acre,418,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,138,Rio Branco,121,23,237377.6272,20,78688.99334,255.3562906,,15.92278842
Cuiu-Cuiu,419,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,139,Manaus,367,0,603892.2377,6,603898.6253,375.9148782,5.809353725,8.855061673
Paumari Do Lago Maraha,420,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,140,Rio Branco,561,45,168584.0707,19,91336.46319,1155.04831,1.415427899,10.55333905
Cacau Do Tarauaca,421,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,141,Rio Branco,230,23,597864.5547,20,425469.4357,279.362295,,5.244156922
Estrela Da Paz,422,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,142,Manaus,333,45,724666.3674,19,643827.4793,129.0079578,,10.11437169
Ivare Ii,423,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,143,Tabatinga,2200,23,760408.4927,20,615006.7651,1751.015278,,13.76454082
Lago Aiapua,424,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,144,Manaus,420,0,393500.3635,6,393500.0128,241.0310322,50.39969442,5.773377454
Nhamund,425,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,145,Manaus,1116,0,137468.584,59,99913.52771,11046.03605,57.33127997,136.0926767
Marajai,426,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,146,Manaus,267,0,610191.0385,19,600689.9013,10.00912076,,10.00549337
Meria,427,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,147,Manaus,75,0,614459.4819,19,597016.9867,5.946952207,,4.321661437
Barreira Da Missao,428,,Indigenous Reserve,Indigenous Reserve,Tribal,1991,,148,Manaus,480,0,590952.3243,19,575827.9105,19.35271903,,0.531088718
Patau,429,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,149,Manaus,47,0,167979.8704,6,167970.9399,6.265170052,,1.732609632
Natal/Felicidade,430,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,150,Manaus,97,0,183853.3242,6,183844.0716,3.400276762,1.803359809,
Sao Pedro,431,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,151,Manaus,47,0,200841.6906,6,200832.6107,6.244636671,,1.334698098
Miguel/Josefa,432,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,152,Manaus,247,0,210209.0734,6,210199.7613,16.50336243,1.092794355,8.34524436
Igarapa Grande,433,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,153,Manaus,42,0,615865.85,19,596878.0468,12.1457656,,2.961213936
Porto Praia,434,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,154,Manaus,118,0,632797.784,19,629747.3766,48.86467941,,0.060518401
Tupa-Supl,435,,Indigenous Reserve,Indigenous Reserve,Tribal,2006,,155,Manaus,42,0,625374.3716,19,599860.5949,87.7277393,,0.789835173
Cuia,436,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,156,Manaus,75,0,176178.4863,6,176169.2129,13.66162925,,5.297413084
Vale Do Javari,437,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,157,Atalaia do Norte,3027,23,638208.1563,20,472920.3916,84529.61008,10.72635315,240.6766726
Tukuna Porto Espiritual,438,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,158,Tabatinga,160,23,771431.2111,20,617104.6957,29.82780906,,3.849140179
Mawetek,439,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,159,Manaus,207,23,644142.237,20,473276.8316,1135.41204,21.14564268,8.629400984
Sao Leopoldo,440,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,160,Tabatinga,400,23,750586.7439,20,596561.0642,727.7298225,,10.80792701
Sarau,441,,Indigenous Reserve,Indigenous Reserve,Tribal,2010,,164,Marab,0,51,184193.0726,80,184184.2657,190.232794,,55.35965659
Krikati,442,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,166,Aragua,538,5,66837.05874,73,44212.99768,1436.536436,1097.514598,270.2081452
Lago Jauari,443,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,167,Manaus,145,41,319207.7302,75,294629.0767,118.7436113,,9.500391289
Nova Esperan,444,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,168,Tabatinga,180,23,758405.1065,20,626111.0152,202.3693373,,4.24478447
Paran,445,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,171,Manaus,103,0,164553.0667,6,164542.315,60.2445201,2.246133349,12.02774952
Toru,446,,Indigenous Reserve,Indigenous Reserve,Tribal,2007,,172,Porto Velho,103,41,325052.1754,75,278336.4186,499.0907896,16.20042398,3.852417475
Rodeador,447,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,173,Barra do Corda,83,5,261718.7384,76,165275.849,23.02531464,9.848722844,4.092322896
Rio T,448,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,177,Sao Gabriel da Cachoeira,259,0,650871.3032,59,618767.487,4340.293327,58.57952348,10.40953654
Pirineus De Souza,449,,Indigenous Reserve,Indigenous Reserve,Tribal,1985,,178,Vilhena,120,40,105899.277,22,98010.1133,360.702306,150.671022,29.23503789
Acapuri De Cima,450,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,179,Manaus,101,45,747542.8923,19,669075.9888,204.428684,,0.653562728
Zuruaha,451,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,180,Manaus,123,23,290662.2059,19,175207.9894,2434.775462,,12.23829318
Maraiwatsede,452,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,181,C,700,36,330774.4733,34,327457.2648,1554.561639,214.9703629,984.6903328
Urubu Branco,453,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,182,Sao F,88,28,309936.1009,34,292351.7034,1588.761446,443.2144645,312.9193331
Kraolandia,454,,Indigenous Reserve,Indigenous Reserve,Tribal,1992,,184,AraguaBna,1402,28,148041.2292,81,49740.16562,2955.554809,2955.5547,
Nambikwara,455,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,185,Vilhena,220,40,122368.7891,22,23509.74082,9420.066603,6204.160125,27.11635584
Jarudore,456,,Indigenous Reserve,Indigenous Reserve,Tribal,1958,,187,Rondonwpolis,0,19,108236.073,36,108233.6822,43.68401509,23.75707489,19.92001519
Karaj,457,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,188,Goi,0,48,385250.9309,79,214056.4107,121.331039,86.4458655,5.069612535
Paumari Do Lago Parico,458,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,189,Rio Branco,60,45,320852.4885,19,301002.551,156.3360139,90.11953353,1.16856159
Fortaleza Do Castanho,459,,Indigenous Reserve,Indigenous Reserve,Tribal,2003,,190,Manaus,75,0,230450.8488,6,230447.3323,27.92926332,,5.061300517
Paumari Do Lago Manissua,460,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,191,Rio Branco,86,45,330406.036,19,314940.2965,227.7174695,75.37895538,1.283406905
Coata-Laranjal,461,,Indigenous Reserve,Indigenous Reserve,Tribal,2004,,192,Manaus,1768,0,228550.9136,37,191518.7599,11571.84589,73.66507671,87.82204876
Apurina Igarap,462,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,193,Manaus,120,41,321242.5855,66,321247.668,997.175317,0.014053706,2.817024965
Campinas/Katukina,463,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,194,Rio Branco,175,23,826574.6792,20,656510.3713,326.2096555,,7.315478384
Ilha Do Camaleao,464,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,195,Manaus,120,0,295916.8676,6,295916.911,1.683296608,,0.510467658
Lago Do Beruri,465,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,196,Manaus,120,0,284830.278,6,284829.1876,43.3310901,,6.488435933
Batovi,466,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,197,Xingu,236,34,284621.3839,47,152893.6053,47.01811624,8.328142284,1.540128799
Igarapa Do Caucho,467,,Indigenous Reserve,Indigenous Reserve,Tribal,1998,,198,Rio Branco,320,23,657793.6206,20,489103.5026,117.0800811,,20.03147367
Parque Do Araguaia,468,,Indigenous Reserve,Indigenous Reserve,Tribal,2001,,199,Gurupi,1801,36,167376.6764,34,167118.0863,12788.4864,11658.91401,56.60473227
Marechal Rondon,469,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,201,C,376,34,199728.8973,47,130024.8585,927.7253632,927.7253633,
Massaco,470,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,203,Porto Velho,0,40,168116.7059,64,168124.256,3927.253462,1558.540232,13.75803031
Kararau,471,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,204,Altamira,28,3,174548.709,10,119973.716,3341.201247,,1.141886368
Jaminawa Arara Do Rio Bagr,472,,Indigenous Reserve,Indigenous Reserve,Tribal,1999,,206,Rio Branco,165,23,808149.5403,20,644669.2175,277.8137235,,1.014529228
Praia Do Mangue,473,,Indigenous Reserve,Indigenous Reserve,Tribal,,,211,Itaituba,97,3,245041.9182,70,96146.54092,0.321287645,,0.302523285
Barata Livramento,474,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,214,Boa Vista,548,0,595847.5677,59,480971.6719,144.1675146,112.9036378,3.770287403
Kaxinaw,475,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,215,Rio Branco,1250,23,799279.8851,20,640556.4805,3399.260495,,63.80710023
Kaxinaw,476,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,216,Rio Branco,210,23,819752.7538,20,663402.457,3399.260495,,63.80710023
Kaxinaw,477,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,217,Rio Branco,195,23,718731.8236,20,550687.786,3399.260495,,63.80710023
Geralda Toco Preto,478,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,218,Barra do Corda,118,5,254094.6746,73,200631.2423,185.1326939,,46.28751488
Bakairi,479,,Indigenous Reserve,Indigenous Reserve,Tribal,1987,,219,Cuiab,469,34,122289.0093,47,88567.13038,579.5584864,579.5588184,
Anamba,480,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,220,Marabr,120,51,109285.4066,80,109285.8436,88.13891305,0.094826123,11.52002057
Roosevelt,481,,Indigenous Reserve,Indigenous Reserve,Tribal,2000,,222,Cacoal,344,40,53559.07954,64,53565.5186,2170.710911,47.90794015,48.22919649
Moskow,482,,Indigenous Reserve,Indigenous Reserve,Tribal,2005,,223,Boa Vista,272,0,511027.2654,59,394098.8511,157.4608145,51.71055343,30.33632747
Muriru,483,,Indigenous Reserve,Indigenous Reserve,Tribal,2008,,224,Boa Vista,20,0,497661.8486,59,380788.5193,61.36833617,31.30936257,7.548441405
Urucu/Juru,484,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,225,Sao Lu,416,5,210698.5052,73,166187.0689,126.9781869,4.215017514,27.36825404
Baia Do Guatl,485,,Indigenous Reserve,Indigenous Reserve,Tribal,2009,,226,Cuiab,0,19,173413.6641,36,173419.4192,175.0780839,103.2925685,9.846486768
Estivadinho,486,,Indigenous Reserve,Indigenous Reserve,Tribal,1994,,229,Tangaro da Serra,13,24,59867.36608,43,47583.04671,18.78511406,18.78511399,
Figueiras,487,,Indigenous Reserve,Indigenous Reserve,Tribal,1996,,230,Tangard da Serra,13,20,45089.20571,43,44758.44211,90.90657484,90.90662049,
Morro Branco,488,,Indigenous Reserve,Indigenous Reserve,Tribal,1984,,232,Sao Luis,136,5,173159.5221,73,152013.7005,0.486584007,,0.486583948
Sai-Cinza,489,,Indigenous Reserve,Indigenous Reserve,Tribal,1989,,238,Itaituba,873,4,415462.7385,37,149673.7978,1230.131535,32.64707345,18.56558096
Anan,490,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,241,Boa Vista,54,0,673470.3034,59,559378.2826,29.52975323,25.80457712,0.006839104
Arawetu Igarapf Ipixuna,491,,Indigenous Reserve,Indigenous Reserve,Tribal,1997,,243,Altamira,247,3,238474.623,10,143566.7802,9414.082872,4.36039923,57.23804639
Cajueiro,492,,Indigenous Reserve,Indigenous Reserve,Tribal,1995,,246,Boa Vista,90,0,656370.35,59,541915.3983,50.38587543,45.07835519,0.274070685
Jabuti,493,,Indigenous Reserve,Indigenous Reserve,Tribal,2002,,248,Boa Vista,147,0,567627.8535,59,450730.9321,158.9692581,151.3709696,0.180751978
